rouge1,rouge2,rougeL,rougeLsum,dot,cosine,euclidean,manhattan,loop,refer,mode,model_name,task,language
0.3632269841269842,0.16352380952380952,0.36315873015873007,0.3624142857142857,0.8585654497146606,0.8585655689239502,-0.5053838491439819,-7.846988677978516,1,n-1,q,gpt-4o-mini,financial,zh
0.3632269841269842,0.16352380952380952,0.36315873015873007,0.3624142857142857,0.8585654497146606,0.8585655689239502,-0.5053838491439819,-7.846988677978516,1,0,q,gpt-4o-mini,financial,zh
0.5608987399636239,0.3977699412289053,0.5421300761456165,0.5572714203027949,0.8403001427650452,0.8403002023696899,-0.5460155606269836,-8.504298210144043,1,n-1,a,gpt-4o-mini,financial,zh
0.5608987399636239,0.3977699412289053,0.5421300761456165,0.5572714203027949,0.8403001427650452,0.8403002023696899,-0.5460155606269836,-8.504298210144043,1,0,a,gpt-4o-mini,financial,zh
0.3841878787878788,0.16033333333333333,0.382,0.38176666666666664,0.9318472743034363,0.9318472743034363,-0.32118526101112366,-4.988668441772461,2,n-1,q,gpt-4o-mini,financial,zh
0.3544471861471861,0.14423333333333332,0.35213809523809503,0.3522580086580086,0.8344968557357788,0.8344968557357788,-0.5493752360343933,-8.523534774780273,2,0,q,gpt-4o-mini,financial,zh
0.583990627382956,0.42966881701198,0.5657113555925225,0.5813256417242207,0.8473466634750366,0.8473466634750366,-0.5325539112091064,-8.276473045349121,2,n-1,a,gpt-4o-mini,financial,zh
0.5369101488007344,0.38421255407082583,0.5168640657784735,0.5342863367910402,0.8277453780174255,0.8277453184127808,-0.5654089450836182,-8.79427433013916,2,0,a,gpt-4o-mini,financial,zh
0.3858809523809523,0.1617,0.384547619047619,0.38466666666666666,0.933866024017334,0.933866024017334,-0.3022114336490631,-4.701879501342773,3,n-1,q,gpt-4o-mini,financial,zh
0.34235454545454536,0.13779999999999998,0.3406212121212121,0.34013073593073595,0.8180252909660339,0.8180252909660339,-0.5786744356155396,-8.98639965057373,3,0,q,gpt-4o-mini,financial,zh
0.5825240272478693,0.42468729458456467,0.5635230290492448,0.5786604243412093,0.8448083400726318,0.8448083400726318,-0.5374648571014404,-8.357476234436035,3,n-1,a,gpt-4o-mini,financial,zh
0.538003675940932,0.3830013932970784,0.5193231331120343,0.5350790832506406,0.8236914873123169,0.8236914873123169,-0.573179304599762,-8.915851593017578,3,0,a,gpt-4o-mini,financial,zh
0.38961904761904764,0.1657047619047619,0.3889492063492064,0.3887206349206349,0.9393996596336365,0.9393996596336365,-0.29204896092414856,-4.540746212005615,4,n-1,q,gpt-4o-mini,financial,zh
0.3400072150072149,0.13307142857142856,0.3373955266955267,0.33729321789321787,0.8140785694122314,0.8140785694122314,-0.5837811827659607,-9.047331809997559,4,0,q,gpt-4o-mini,financial,zh
0.5927628687158273,0.43703339398521435,0.5763716710644518,0.5898331000430466,0.8505620956420898,0.8505621552467346,-0.5271955132484436,-8.1975736618042,4,n-1,a,gpt-4o-mini,financial,zh
0.5422004889615576,0.3842983175050576,0.5204237355315637,0.5405646224399272,0.8264768123626709,0.8264768719673157,-0.567028820514679,-8.820674896240234,4,0,a,gpt-4o-mini,financial,zh
