rouge1,rouge2,rougeL,rougeLsum,dot,cosine,euclidean,manhattan,loop,refer,mode,model_name,task,language
0.15979578377107295,0.06649758987810298,0.15652713504786103,0.1556997384973851,0.703100860118866,0.7031009793281555,-0.7338851690292358,-11.384442329406738,1,n-1,q,llama,legal,zh
0.15979578377107295,0.06649758987810298,0.15652713504786103,0.1556997384973851,0.703100860118866,0.7031009793281555,-0.7338851690292358,-11.384442329406738,1,0,q,llama,legal,zh
0.40666987207874805,0.3083881634004776,0.39516204175900005,0.40330576637183746,0.6966140866279602,0.696614146232605,-0.7432401180267334,-11.546862602233887,1,n-1,a,llama,legal,zh
0.40666987207874805,0.3083881634004776,0.39516204175900005,0.40330576637183746,0.6966140866279602,0.696614146232605,-0.7432401180267334,-11.546862602233887,1,0,a,llama,legal,zh
0.5083598442965921,0.4289374033913146,0.5056712197902316,0.5058127008229415,0.916372537612915,0.916372537612915,-0.32822906970977783,-5.101728916168213,2,n-1,q,llama,legal,zh
0.14137449564399365,0.05835906649630751,0.13758021371535206,0.1368837734597888,0.6626728177070618,0.6626728773117065,-0.7892079949378967,-12.23542594909668,2,0,q,llama,legal,zh
0.4179657639612441,0.3507385560854718,0.41331569720737793,0.4165171600576226,0.772609293460846,0.772609293460846,-0.5892788767814636,-9.14852523803711,2,n-1,a,llama,legal,zh
0.3907818542880722,0.2860852369613226,0.38189220340235275,0.38967710795284366,0.681046724319458,0.681046724319458,-0.7640380263328552,-11.869166374206543,2,0,a,llama,legal,zh
0.5242842868279938,0.4571725562959352,0.5232630520457406,0.5226535538552782,0.9389554858207703,0.9389554858207703,-0.2433028519153595,-3.7855260372161865,3,n-1,q,llama,legal,zh
0.12907831135845987,0.05282182174526099,0.12519426683607626,0.12482372679376737,0.6443637013435364,0.6443637013435364,-0.8133953809738159,-12.611675262451172,3,0,q,llama,legal,zh
0.4908683469974159,0.4236471004867427,0.48700829916079935,0.4908861332688179,0.835387647151947,0.835387647151947,-0.4455904960632324,-6.912451267242432,3,n-1,a,llama,legal,zh
0.3894019035969803,0.2840891680139749,0.3824593389642914,0.3884714243154546,0.674423336982727,0.674423336982727,-0.7737539410591125,-12.025802612304688,3,0,a,llama,legal,zh
0.5397580877968211,0.4738744862139507,0.5370328348594209,0.538523977331419,0.9519596695899963,0.9519596695899963,-0.19175377488136292,-2.9848320484161377,4,n-1,q,llama,legal,zh
0.1220274899107058,0.050027940440632045,0.11836808080819373,0.11780053785306446,0.6268014311790466,0.6268014311790466,-0.8346533179283142,-12.942846298217773,4,0,q,llama,legal,zh
0.5595477255363575,0.5064304746199311,0.5568533145426968,0.561554219995564,0.8743261098861694,0.8743261098861694,-0.34006816148757935,-5.280899524688721,4,n-1,a,llama,legal,zh
0.3780591660931124,0.2762747477864512,0.3696232433236475,0.3763902721077912,0.6638704538345337,0.6638704538345337,-0.7839259505271912,-12.179022789001465,4,0,a,llama,legal,zh
