rouge1,rouge2,rougeL,rougeLsum,dot,cosine,euclidean,manhattan,loop,refer,mode,model_name,task,language
0.30396039175887213,0.12275508406252732,0.21686012720937517,0.24346132591757338,0.787840723991394,0.787840723991394,-0.6319180130958557,-9.821860313415527,1,n-1,q,gpt-4o-mini,medical,en
0.30396039175887213,0.12275508406252732,0.21686012720937517,0.24346132591757338,0.787840723991394,0.787840723991394,-0.6319180130958557,-9.821860313415527,1,0,q,gpt-4o-mini,medical,en
0.30381413207548535,0.10807144276781461,0.164894959844983,0.2722740417178836,0.6107998490333557,0.6107998490333557,-0.8377031087875366,-13.034881591796875,1,n-1,a,gpt-4o-mini,medical,en
0.30381413207548535,0.10807144276781461,0.164894959844983,0.2722740417178836,0.6107998490333557,0.6107998490333557,-0.8377031087875366,-13.034881591796875,1,0,a,gpt-4o-mini,medical,en
0.40171895715928463,0.20746024648202877,0.2705269480772301,0.36827621948967176,0.8011159300804138,0.8011159300804138,-0.5787458419799805,-8.994345664978027,2,n-1,q,gpt-4o-mini,medical,en
0.24215740868200195,0.07527646314462086,0.15810439461080703,0.1807451302356528,0.6644815802574158,0.6644816398620605,-0.7868834733963013,-12.222050666809082,2,0,q,gpt-4o-mini,medical,en
0.31467593224965945,0.09355099143885168,0.16330576769685357,0.28285459712130273,0.5864134430885315,0.5864133238792419,-0.8761103749275208,-13.62571907043457,2,n-1,a,gpt-4o-mini,medical,en
0.2433324741285236,0.0653893796218276,0.12818420819077053,0.21823810905308788,0.49798664450645447,0.49798664450645447,-0.9657058119773865,-14.99232006072998,2,0,a,gpt-4o-mini,medical,en
0.4815182756308204,0.24454948701295637,0.31191322715491887,0.44888658585417585,0.8162270784378052,0.8162269592285156,-0.5527383089065552,-8.584586143493652,3,n-1,q,gpt-4o-mini,medical,en
0.2062108836528005,0.05079642844773743,0.12933508522506823,0.15158124959717112,0.5723591446876526,0.5723591446876526,-0.8902100324630737,-13.835013389587402,3,0,q,gpt-4o-mini,medical,en
0.3177822435146883,0.0908424156823397,0.16296745733665413,0.28455750002053504,0.5998178124427795,0.5998178124427795,-0.8620132803916931,-13.41306209564209,3,n-1,a,gpt-4o-mini,medical,en
0.22020834495816377,0.05084465648383048,0.11572593236582437,0.19737521909337483,0.41091224551200867,0.4109122157096863,-1.0525189638137817,-16.35346221923828,3,0,a,gpt-4o-mini,medical,en
0.4798448993791562,0.23855398582972331,0.3091062906336741,0.4460746451528761,0.7918208837509155,0.7918208837509155,-0.5829558372497559,-9.057220458984375,4,n-1,q,gpt-4o-mini,medical,en
0.18432885487813758,0.039663112038628816,0.11628909063753745,0.13607025881612955,0.49100935459136963,0.49100935459136963,-0.9718696475028992,-15.10799789428711,4,0,q,gpt-4o-mini,medical,en
0.30840513682900084,0.08727869629772579,0.1594500390852699,0.2760668257480075,0.5877846479415894,0.5877846479415894,-0.8767319321632385,-13.63707160949707,4,n-1,a,gpt-4o-mini,medical,en
0.20303197128895492,0.04196079665800604,0.10925374343248041,0.18263321790283155,0.3642466962337494,0.3642467260360718,-1.0974879264831543,-17.06085205078125,4,0,a,gpt-4o-mini,medical,en
