rouge1,rouge2,rougeL,rougeLsum,dot,cosine,euclidean,manhattan,loop,refer,mode,model_name,task,language
0.3102703583028965,0.13234158196197632,0.22216289654102261,0.23519153777530427,0.7651439309120178,0.7651439309120178,-0.666580080986023,-10.37755298614502,1,n-1,q,llama,medical,en
0.3102703583028965,0.13234158196197632,0.22216289654102261,0.23519153777530427,0.7651439309120178,0.7651439309120178,-0.666580080986023,-10.37755298614502,1,0,q,llama,medical,en
0.30309574777344106,0.12887093554373083,0.18049150307197442,0.27087203525751047,0.6564071774482727,0.6564071774482727,-0.7917117476463318,-12.321470260620117,1,n-1,a,llama,medical,en
0.30309574777344106,0.12887093554373083,0.18049150307197442,0.27087203525751047,0.6564071774482727,0.6564071774482727,-0.7917117476463318,-12.321470260620117,1,0,a,llama,medical,en
0.4276926874040672,0.2533755320873962,0.3209650903793616,0.3716853885250142,0.7955590486526489,0.7955590486526489,-0.605079174041748,-9.392457962036133,2,n-1,q,llama,medical,en
0.2841489645076825,0.08996409878187983,0.18782815802221603,0.1969864184616081,0.682360827922821,0.6823608875274658,-0.7725103497505188,-12.024714469909668,2,0,q,llama,medical,en
0.3673280590375432,0.15978910896750245,0.215350119640045,0.331404265575561,0.6936428546905518,0.6936428546905518,-0.739395260810852,-11.505412101745605,2,n-1,a,llama,medical,en
0.31142007151664725,0.12169629136407045,0.17798244041753075,0.281938770499173,0.657050609588623,0.657050609588623,-0.7920528054237366,-12.315729141235352,2,0,a,llama,medical,en
0.5995503402918012,0.4292120798510408,0.4944021910368664,0.5636328858381585,0.8793863654136658,0.8793863654136658,-0.44038125872612,-6.834946155548096,3,n-1,q,llama,medical,en
0.24951497520344126,0.06670261234093178,0.16768865020435514,0.17098644322518347,0.641683042049408,0.641683042049408,-0.8217208981513977,-12.779439926147461,3,0,q,llama,medical,en
0.4602997135978838,0.22324652143214546,0.2757524907610923,0.4243136018197595,0.7782828211784363,0.7782828211784363,-0.6265953779220581,-9.751179695129395,3,n-1,a,llama,medical,en
0.29332229306843943,0.10379970128371796,0.16163223276475608,0.2644481306327151,0.6426266431808472,0.6426267623901367,-0.8109458684921265,-12.606727600097656,3,0,a,llama,medical,en
0.6833883542078945,0.5311142366532349,0.5885725246419488,0.6514837760438994,0.9137436151504517,0.9137436151504517,-0.35855379700660706,-5.565808296203613,4,n-1,q,llama,medical,en
0.23329053911327843,0.05955761711538564,0.15676765509936633,0.15928618877757073,0.6254438161849976,0.6254438161849976,-0.8415064215660095,-13.077597618103027,4,0,q,llama,medical,en
0.4823963420566576,0.2437549925113075,0.29443901776525006,0.4470154594965263,0.8071268796920776,0.8071269392967224,-0.5849273800849915,-9.099002838134766,4,n-1,a,llama,medical,en
0.29367051567595814,0.0991201094289261,0.16033512267147154,0.2639146256265766,0.6323625445365906,0.6323625445365906,-0.8248019814491272,-12.82962703704834,4,0,a,llama,medical,en
