rouge1,rouge2,rougeL,rougeLsum,dot,cosine,euclidean,manhattan,loop,refer,mode,model_name,task,language
0.325442346630321,0.10277930770407517,0.205807296683778,0.25795401725107736,0.6969609260559082,0.6969609260559082,-0.7622689604759216,-11.840930938720703,1,n-1,q,llama,financial,en
0.325442346630321,0.10277930770407517,0.205807296683778,0.25795401725107736,0.6969609260559082,0.6969609260559082,-0.7622689604759216,-11.840930938720703,1,0,q,llama,financial,en
0.4056906668665613,0.14455890643349673,0.20302391290931693,0.36428540368478046,0.6876400709152222,0.6876400709152222,-0.7586102485656738,-11.818089485168457,1,n-1,a,llama,financial,en
0.4056906668665613,0.14455890643349673,0.20302391290931693,0.36428540368478046,0.6876400709152222,0.6876400709152222,-0.7586102485656738,-11.818089485168457,1,0,a,llama,financial,en
0.5315833239687179,0.367892956680561,0.40987794415768664,0.48660233050159574,0.8638660907745361,0.8638660907745361,-0.4903623163700104,-7.6002421379089355,2,n-1,q,llama,financial,en
0.24565874480611855,0.0535745392463499,0.14635873224310356,0.19569636183755953,0.6169080138206482,0.6169080138206482,-0.8619635701179504,-13.389753341674805,2,0,q,llama,financial,en
0.4840546989328953,0.22041413627656997,0.2659727132218005,0.44532349688439476,0.7795208692550659,0.7795208692550659,-0.6335620880126953,-9.850542068481445,2,n-1,a,llama,financial,en
0.366089402584021,0.11368038464891524,0.18099020059148002,0.33041020406263155,0.6534642577171326,0.6534642577171326,-0.8055238723754883,-12.53802490234375,2,0,a,llama,financial,en
0.7313307185492348,0.630158687396756,0.640953521956775,0.712140915400818,0.9410842657089233,0.9410842657089233,-0.2899908423423767,-4.503264427185059,3,n-1,q,llama,financial,en
0.20732673917864322,0.0398319400257581,0.1293306522641235,0.16653943960929624,0.587981641292572,0.5879815816879272,-0.8945691585540771,-13.893621444702148,3,0,q,llama,financial,en
0.5390830726090188,0.29635242144355134,0.3340436424334865,0.5051423010895275,0.8265184760093689,0.8265185356140137,-0.5505746603012085,-8.558941841125488,3,n-1,a,llama,financial,en
0.34263881094913995,0.09754481019738473,0.17229145365254922,0.30614740596382045,0.6442922353744507,0.6442922353744507,-0.8199367523193359,-12.778172492980957,3,0,a,llama,financial,en
0.7799166552388015,0.7021192298998771,0.7050378081353247,0.7688737552347449,0.936583936214447,0.936583936214447,-0.26770973205566406,-4.154986381530762,4,n-1,q,llama,financial,en
0.19292940881571857,0.03399659476886252,0.12261549142896548,0.15473285607906265,0.5674309730529785,0.5674309730529785,-0.9158095717430115,-14.205548286437988,4,0,q,llama,financial,en
0.5877101936573861,0.3987162154105002,0.4328690029764331,0.5606967856427739,0.8545328378677368,0.8545328378677368,-0.47162914276123047,-7.327658653259277,4,n-1,a,llama,financial,en
0.3223509304029519,0.08710137167151223,0.16501990782262532,0.28727362073262536,0.6200765371322632,0.6200765371322632,-0.8482143878936768,-13.203476905822754,4,0,a,llama,financial,en
