rouge1,rouge2,rougeL,rougeLsum,loop,refer,mode
1.0,1.0,1.0,1.0,0,0,answer
0.27725773195876285,0.08158149840742279,0.16250171821305842,0.25951202749140895,1,0,answer
0.27725773195876285,0.08158149840742279,0.16250171821305842,0.25951202749140895,1,n-1,answer
1.0,1.0,1.0,1.0,0,0,question
0.0,0.0,0.0,0.0,1,0,question
0.0,0.0,0.0,0.0,1,n-1,question
