rouge1,rouge2,rougeL,rougeLsum,loop,refer,mode
1.0,1.0,1.0,1.0,0,0,answer
0.23185599098710152,0.028740563867228792,0.13701497078620273,0.19550424124305632,1,0,answer
0.23185599098710152,0.028740563867228792,0.13701497078620273,0.19550424124305632,1,n-1,answer
1.0,1.0,1.0,1.0,0,0,question
0.0,0.0,0.0,0.0,1,0,question
0.0,0.0,0.0,0.0,1,n-1,question
