rouge1,rouge2,rougeL,rougeLsum,loop,refer,mode
1.0,1.0,1.0,1.0,0,0,answer
0.2530613063713689,0.0649805510273254,0.12646043973679988,0.23753410367517253,1,0,answer
0.2530613063713689,0.0649805510273254,0.12646043973679988,0.23753410367517253,1,n-1,answer
1.0,1.0,1.0,1.0,0,0,question
0.06896551724137931,0.0,0.06896551724137931,0.06896551724137931,1,0,question
0.06896551724137931,0.0,0.06896551724137931,0.06896551724137931,1,n-1,question
