rouge1,rouge2,rougeL,rougeLsum,dot,cosine,euclidean,manhattan,loop,refer,mode,model_name,task,language
0.06045252438324729,0.008835341365461848,0.06124617517689807,0.0614720787913559,0.695709228515625,0.695709228515625,-0.7525379657745361,-11.700685501098633,1,n-1,q,qwen,legal,zh
0.06045252438324729,0.008835341365461848,0.06124617517689807,0.0614720787913559,0.695709228515625,0.695709228515625,-0.7525379657745361,-11.700685501098633,1,0,q,qwen,legal,zh
0.6718486517125174,0.5769107348567697,0.6631618584765651,0.6711574443701732,0.8253912925720215,0.8253912925720215,-0.5771190524101257,-8.970937728881836,1,n-1,a,qwen,legal,zh
0.6718486517125174,0.5769107348567697,0.6631618584765651,0.6711574443701732,0.8253912925720215,0.8253912925720215,-0.5771190524101257,-8.970937728881836,1,0,a,qwen,legal,zh
0.05120481927710843,0.009370816599732261,0.05234270414993306,0.05220883534136546,0.8452435731887817,0.8452435731887817,-0.46149754524230957,-7.158239364624023,2,n-1,q,qwen,legal,zh
0.04096385542168674,0.009036144578313253,0.04190093708165998,0.04203480589022758,0.648324728012085,0.648324728012085,-0.8119086027145386,-12.611804008483887,2,0,q,qwen,legal,zh
0.7684103524566219,0.6894510159880975,0.7603086079187145,0.7661934577601986,0.8336331844329834,0.8336331844329834,-0.5579370856285095,-8.680188179016113,2,n-1,a,qwen,legal,zh
0.624132966017634,0.529183583633366,0.6163461938168229,0.622321826777962,0.8041622638702393,0.8041622638702393,-0.6084938049316406,-9.466126441955566,2,0,a,qwen,legal,zh
0.04740868234844138,0.007362784471218206,0.048388793268311345,0.047657295850066936,0.8662731051445007,0.8662731647491455,-0.4032481908798218,-6.257075309753418,3,n-1,q,qwen,legal,zh
0.037387645821380766,0.0050200803212851405,0.037966150315547904,0.038042646777586536,0.6384931802749634,0.6384932398796082,-0.8252232670783997,-12.81140422821045,3,0,q,qwen,legal,zh
0.7851944516868457,0.7157486830118585,0.7770641949204735,0.7837874320598088,0.8421626091003418,0.8421626091003418,-0.5447763204574585,-8.475189208984375,3,n-1,a,qwen,legal,zh
0.6180486824584184,0.5285070322388183,0.6145682124934688,0.6175492872401476,0.788973331451416,0.788973331451416,-0.6296917200088501,-9.801790237426758,3,0,a,qwen,legal,zh
0.04417670682730924,0.006024096385542169,0.044906900328587074,0.044906900328587074,0.8917496800422668,0.8917496800422668,-0.33968037366867065,-5.262344837188721,4,n-1,q,qwen,legal,zh
0.03266398929049531,0.0050200803212851405,0.033266398929049534,0.03346720214190094,0.6295292377471924,0.6295292377471924,-0.8363661766052246,-12.997547149658203,4,0,q,qwen,legal,zh
0.7959740738352088,0.7180717541153709,0.7879804491622161,0.7950116145278415,0.8453352451324463,0.8453352451324463,-0.5384328961372375,-8.374422073364258,4,n-1,a,qwen,legal,zh
0.6131568714806601,0.5222277469621293,0.6100282544297466,0.6126358515975721,0.777906060218811,0.777906060218811,-0.6452280282974243,-10.046025276184082,4,0,a,qwen,legal,zh
